cat_middle,cat_3,code_icd10_p,code_icd10,codename_high,codename,code_icd9
A75－A79,A75,A75.0,A750,NA,発疹チフスリケッチアによる流行性シラミ媒介性発疹チフス,080
A75－A79,A75,A75.1,A751,NA,再燃発疹チフス［ブリル＜Brill＞病］,0811
A75－A79,A75,A75.2,A752,NA,発疹熱リケッチアによる発疹チフス,0810
A75－A79,A75,A75.3,A753,NA,つつが＜恙＞虫病リケッチアによる発疹チフス,0812
A75－A79,A75,A75.9,A759,NA,発疹チフス，詳細不明,0819
A75－A79,A77,A77,A77,NA,紅斑熱［マダニ媒介リケッチア症］,
A75－A79,A77,A77.0,A770,NA,リケッチア　リケッチイによる紅斑熱,0820
A75－A79,A77,A77.1,A771,NA,リケッチア　コノリイによる紅斑熱,0821
A75－A79,A77,A77.2,A772,NA,リケッチア　シベリカによる紅斑熱,0822
A75－A79,A77,A77.3,A773,NA,リケッチア　オーストラリスによる紅斑熱,0823
A75－A79,A77,A77.8,A778,NA,その他の紅斑熱,0828
A75－A79,A77,A77.8a,A778a,NA,日本紅斑熱＜リケッチア　ジャポニカによる紅斑熱＞,
A75－A79,A77,A77.8b,A778b,NA,その他の紅斑熱,
A75－A79,A77,A77.9,A779,NA,紅斑熱，詳細不明,0820
A75－A79,A78,A78,A78,NA,Q熱,0830
A75－A79,A79,A79,A79,NA,その他のリケッチア症,
A75－A79,A79,A79.0,A790,NA,塹壕熱,0831
A75－A79,A79,A79.1,A791,NA,リケッチア　アカリによるリケッチア痘症,0832
A75－A79,A79,A79.8,A798,NA,その他の明示されたリケッチア症,
A75－A79,A79,A79.9,A799,NA,リケッチア症，詳細不明,0839
A80－A89,A80,A80,A80,NA,急性灰白髄炎＜ポリオ＞,
A80－A89,A80,A80.0,A800,NA,急性麻痺性灰白髄炎＜ポリオ＞，ワクチン関連,04510
A80－A89,A80,A80.1,A801,NA,急性麻痺性灰白髄炎＜ポリオ＞，輸入野生株,04510
A80－A89,A80,A80.2,A802,NA,急性麻痺性灰白髄炎＜ポリオ＞，国内野生株,04510
A80－A89,A80,A80.3,A803,NA,急性麻痺性灰白髄炎＜ポリオ＞，その他及び詳細不明,
A80－A89,A80,A80.4,A804,NA,急性非麻痺性灰白髄炎＜ポリオ＞,04520
A80－A89,A80,A80.9,A809,NA,急性灰白髄炎＜ポリオ＞，詳細不明,04590
A80－A89,A81,A81,A81,NA,中枢神経系の非定型ウイルス感染症,
A80－A89,A81,A81.0,A810,NA,クロイツフェルト・ヤコブ＜Creutzfeldt-Jakob＞病,
A80－A89,A81,A81.1,A811,NA,亜急性硬化性全脳炎＜SSPE＞,0462
A80－A89,A81,A81.2,A812,NA,進行性多巣性白質脳症,0463
A80－A89,A81,A81.8,A818,NA,中枢神経系のその他の非定型ウイルス感染症,
A80－A89,A81,A81.9,A819,NA,中枢神経系の非定型ウイルス感染症，詳細不明,0469
A80－A89,A82,A82,A82,NA,狂犬病,
A80－A89,A82,A82.0,A820,NA,森林狂犬病,071
A80－A89,A82,A82.1,A821,NA,都市狂犬病,071
A80－A89,A82,A82.9,A829,NA,狂犬病，詳細不明,071
A80－A89,A83,A83,A83,NA,蚊媒介ウイルス（性）脳炎,
A80－A89,A83,A83.0,A830,NA,日本脳炎,0620
A80－A89,A83,A83.1,A831,NA,西部馬脳炎,0621
A80－A89,A83,A83.2,A832,NA,東部馬脳炎,0622
A80－A89,A83,A83.3,A833,NA,セントルイス脳炎,0623
A80－A89,A83,A83.4,A834,NA,オーストラリア脳炎,0624
A80－A89,A83,A83.5,A835,NA,カリフォルニア脳炎,0625
A80－A89,A83,A83.6,A836,NA,ロシオ＜Rocio＞ウイルス病,0628
A80－A89,A83,A83.8,A838,NA,その他の蚊媒介ウイルス（性）脳炎,0628
A80－A89,A83,A83.9,A839,NA,蚊媒介ウイルス（性）脳炎，詳細不明,0629
A80－A89,A84,A84,A84,NA,ダニ媒介ウイルス（性）脳炎,
A80－A89,A84,A84.0,A840,NA,極東ダニ媒介脳炎［ロシア春夏脳炎］,0630
A80－A89,A84,A84.1,A841,NA,中央ヨーロッパダニ媒介脳炎,0632
A80－A89,A84,A84.8,A848,NA,その他のダニ媒介ウイルス（性）脳炎,"0631,0638"
A80－A89,A84,A84.9,A849,NA,ダニ媒介ウイルス（性）脳炎，詳細不明,0639
A80－A89,A85,A85,A85,NA,その他のウイルス（性）脳炎，他に分類されないもの,
A80－A89,A85,A85.0,A850,NA,エンテロウイルス（性）脳炎（G05.1*）,0498
A80－A89,A85,A85.1,A851,NA,アデノウイルス脳炎（G05.1*）,0498
A80－A89,A85,A85.2,A852,NA,節足動物媒介ウイルス（性）脳炎，詳細不明,064
A80－A89,A85,A85.8,A858,NA,その他の明示されたウイルス（性）脳炎,0498
A80－A89,A86,A86,A86,NA,詳細不明のウイルス（性）脳炎,0499
A80－A89,A87,A87,A87,NA,ウイルス（性）髄膜炎,
A80－A89,A87,A87.0,A870,NA,エンテロウイルス（性）髄膜炎（G02.0*）,"0470,0471,0478"
A80－A89,A87,A87.1,A871,NA,アデノウイルス髄膜炎（G02.0*）,0491
A80－A89,A87,A87.2,A872,NA,リンパ球性脈絡髄膜炎,0490
A80－A89,A87,A87.8,A878,NA,その他のウイルス（性）髄膜炎,0478
A80－A89,A87,A87.9,A879,NA,ウイルス（性）髄膜炎，詳細不明,0479
A80－A89,A88,A88,A88,NA,中枢神経系のその他のウイルス感染症，他に分類されないもの,
A80－A89,A88,A88.0,A880,NA,腸内ウイルス性発疹熱［ボストン発疹］,048
A80－A89,A88,A88.1,A881,NA,流行性めまい＜眩暈＞,07881
A80－A89,A88,A88.8,A888,NA,中枢神経系のその他の明示されたウイルス感染症,0498
A80－A89,A89,A89,A89,NA,中枢神経系の詳細不明のウイルス感染症,0499
A90－A99,A90,A90,A90,NA,デング熱［古典デング］,061
A90－A99,A91,A91,A91,NA,デング出血熱,0654
A90－A99,A92,A92,A92,NA,その他の蚊媒介ウイルス熱,
A90－A99,A92,A92.0,A920,NA,チクングニア＜Chikungunya＞ウイルス病,"0654,0663"
A90－A99,A92,A92.1,A921,NA,オニオニオン＜O'nyong-nyong＞熱,0663
A90－A99,A92,A92.2,A922,NA,ベネズエラ馬熱,0662
A90－A99,A92,A92.3,A923,NA,西ナイルウイルス感染症,
A90－A99,A92,A92.4,A924,NA,リフトバレー＜Rift Valley＞熱,0663
A90－A99,A92,A92.8,A928,NA,その他の明示された蚊媒介ウイルス熱,0663
A90－A99,A92,A92.9,A929,NA,蚊媒介ウイルス熱，詳細不明,0669
A90－A99,A93,A93,A93,NA,その他の節足動物媒介ウイルス熱，他に分類されないもの,
A90－A99,A93,A93.0,A930,NA,オロプーシェ＜Oropouche＞ウイルス病,0663
A90－A99,A93,A93.1,A931,NA,サシチョウバエ熱,0660
A90－A99,A93,A93.2,A932,NA,コロラドダニ熱,0661
A90－A99,A93,A93.8,A938,NA,その他の明示された節足動物媒介ウイルス熱,0668
A90－A99,A94,A94,A94,NA,詳細不明の節足動物媒介ウイルス熱,0669
A90－A99,A95,A95,A95,NA,黄熱,
A90－A99,A95,A95.0,A950,NA,森林黄熱,0600
A90－A99,A95,A95.1,A951,NA,都市黄熱,0601
A90－A99,A95,A95.9,A959,NA,黄熱，詳細不明,0609
A90－A99,A96,A96,A96,NA,アレナウイルス出血熱,
A90－A99,A96,A96.0,A960,NA,フニン＜Junin＞出血熱,0787
A90－A99,A96,A96.1,A961,NA,マチュポ＜Machupo＞出血熱,0787
A90－A99,A96,A96.2,A962,NA,ラッサ熱,07889
A90－A99,A96,A96.8,A968,NA,その他のアレナウイルス出血熱,0787
A90－A99,A96,A96.9,A969,NA,アレナウイルス出血熱，詳細不明,0787
A90－A99,A98,A98,A98,NA,その他のウイルス性出血熱，他に分類されないもの,
A90－A99,A98,A98.0,A980,NA,クリミヤ・コンゴ＜Crimean-Congo＞出血熱,0650
A90－A99,A98,A98.1,A981,NA,オムスク＜Omsk＞出血熱,0651
A90－A99,A98,A98.2,A982,NA,キャサヌール＜Kyasanur＞森林病,0652
A90－A99,A98,A98.3,A983,NA,マールブルグ＜Marburg＞ウイルス病,07889
A90－A99,A98,A98.4,A984,NA,エボラ＜Ebola＞ウイルス病,07889
A90－A99,A98,A98.5,A985,NA,腎症候性出血熱＜HFRS＞,0786
A90－A99,A98,A98.8,A988,NA,その他の明示されたウイルス性出血熱,0653
A90－A99,A99,A99,A99,NA,詳細不明のウイルス性出血熱,0659
B00－B09,B00,B00,B00,NA,ヘルペスウイルス［単純ヘルペス］感染症,
B00－B09,B00,B00.0,B000,NA,疱疹性湿疹,0540
B00－B09,B00,B00.1,B001,NA,ヘルペスウイルス（性）小水疱性皮膚炎,05473
B00－B09,B00,B00.2,B002,NA,ヘルペスウイルス（性）歯肉口内炎及び咽頭扁桃炎,0542
B00－B09,B00,B00.3,B003,NA,ヘルペスウイルス（性）髄膜炎（G02.0*）,05472
B00－B09,B00,B00.4,B004,NA,ヘルペスウイルス（性）脳炎（G05.1*）,0543
B00－B09,B00,B00.5,B005,NA,ヘルペスウイルス（性）眼疾患,
B00－B09,B00,B00.7,B007,NA,播種性ヘルペスウイルス性疾患,0545
B00－B09,B00,B00.8,B008,NA,その他の型のヘルペスウイルス感染症,
B00－B09,B00,B00.9,B009,NA,ヘルペスウイルス感染症，詳細不明,"0548,0549"
B00－B09,B01,B01,B01,NA,水痘［鶏痘］,
B00－B09,B01,B01.0,B010,NA,水痘髄膜炎（G02.0*）,0527
B00－B09,B01,B01.1,B011,NA,水痘脳炎（G05.1*）,
B00－B09,B01,B01.2,B012,NA,水痘肺炎（J17.1*）,0521
B00－B09,B01,B01.8,B018,NA,水痘，その他の合併症を伴うもの,
B00－B09,B01,B01.9,B019,NA,水痘，合併症を伴わないもの,0529
B00－B09,B02,B02,B02,NA,帯状疱疹［帯状ヘルペス］,
B00－B09,B02,B02.0,B020,NA,帯状疱疹（性）脳炎（G05.1*）,05319
B00－B09,B02,B02.1,B021,NA,帯状疱疹（性）髄膜炎（G02.0*）,0530
B00－B09,B02,B02.2,B022,NA,帯状疱疹，その他の神経系合併症を伴うもの,
B00－B09,B02,B02.3,B023,NA,帯状疱疹（性）眼疾患,
B00－B09,B02,B02.7,B027,NA,播種性帯状疱疹,0538
B00－B09,B02,B02.8,B028,NA,帯状疱疹，その他の合併症を伴うもの,"05371,05379,0538"
B00－B09,B02,B02.9,B029,NA,帯状疱疹，合併症を伴わないもの,0539
B00－B09,B03,B03,B03,NA,痘瘡,"0500,0501,0509"
B00－B09,B04,B04,B04,NA,サル痘,05901
B00－B09,B05,B05,B05,NA,麻疹,
B00－B09,B05,B05.0,B050,NA,麻疹，脳炎を合併するもの（G05.1*）,0550
B00－B09,B05,B05.1,B051,NA,麻疹，髄膜炎を合併するもの（G02.0*）,05579
B00－B09,B05,B05.2,B052,NA,麻疹，肺炎を合併するもの（J17.1*）,0551
B00－B09,B05,B05.3,B053,NA,麻疹，中耳炎を合併するもの（H67.1*）,0552
B00－B09,B05,B05.4,B054,NA,麻疹，腸管合併症を伴うもの,05579
B00－B09,B05,B05.8,B058,NA,麻疹，その他の合併症を伴うもの,
B00－B09,B05,B05.9,B059,NA,麻疹，合併症を伴わないもの,0559
B00－B09,B06,B06,B06,NA,風疹［ドイツ麻疹］,
B00－B09,B06,B06.0,B060,NA,風疹，神経合併症を伴うもの,
B00－B09,B06,B06.8,B068,NA,風疹，その他の合併症を伴うもの,
B00－B09,B06,B06.9,B069,NA,風疹，合併症を伴わないもの,0569
B00－B09,B07,B07,B07,NA,ウイルス（性）いぼ＜疣＞＜疣贅＞,
B00－B09,B08,B08,B08,NA,皮膚及び粘膜病変を特徴とするその他のウイルス感染症，他に分類されないもの,
B00－B09,B08,B08.0,B080,NA,その他のオルソポックスウイルス感染症,
B00－B09,B08,B08.1,B081,NA,伝染性軟属腫,0780
B00－B09,B08,B08.2,B082,NA,突発性発疹［第６病］,
B00－B09,B08,B08.3,B083,NA,伝染性紅斑［第５病］,0570
B00－B09,B08,B08.4,B084,NA,発疹を伴うエンテロウイルス性小水疱性口内炎,0743
B00－B09,B08,B08.5,B085,NA,エンテロウイルス性水疱性咽頭炎,0740
B00－B09,B08,B08.8,B088,NA,皮膚及び粘膜病変を特徴とするその他の明示されたウイルス感染症,"0598,0784"
B00－B09,B09,B09,B09,NA,詳細不明の皮膚及び粘膜病変を特徴とするウイルス感染症,"0578,0579"
B15－B19,B15,B15,B15,NA,急性A型肝炎,
B15－B19,B15,B15.0,B150,NA,急性A型肝炎，肝性昏睡を伴うもの,0700
B15－B19,B15,B15.9,B159,NA,急性A型肝炎，肝性昏睡を伴わないもの,0701
B15－B19,B16,B16,B16,NA,急性B型肝炎,
B15－B19,B16,B16.0,B160,NA,急性B型肝炎，デルタ因子（重複感染）及び肝性昏睡を伴うもの,07021
B15－B19,B16,B16.1,B161,NA,急性B型肝炎，デルタ因子（重複感染）を伴い，肝性昏睡を伴わないもの,07031
B15－B19,B16,B16.2,B162,NA,急性B型肝炎，デルタ因子を伴わず，肝性昏睡を伴うもの,07020
B15－B19,B16,B16.9,B169,NA,急性B型肝炎，デルタ因子及び肝性昏睡を伴わないもの,07030
B15－B19,B17,B17,B17,NA,その他の急性ウイルス性肝炎,
B15－B19,B17,B17.0,B170,NA,B型肝炎キャリア＜病原体保有者＞の急性デルタ（重）感染症,07052
B15－B19,B17,B17.1,B171,NA,急性C型肝炎,
B15－B19,B17,B17.2,B172,NA,急性E型肝炎,07053
B15－B19,B17,B17.8,B178,NA,その他の明示された急性ウイルス性肝炎,"07049,07059"
B15－B19,B17,B17.9,B179,NA,急性ウイルス性肝炎，詳細不明,0709
B15－B19,B18,B18,B18,NA,慢性ウイルス性肝炎,
B15－B19,B18,B18.0,B180,NA,慢性B型ウイルス性肝炎，デルタ因子（重複感染）を伴うもの,07033
B15－B19,B18,B18.1,B181,NA,慢性B型ウイルス性肝炎，デルタ因子（重複感染）を伴わないもの,07032
B15－B19,B18,B18.2,B182,NA,慢性C型ウイルス性肝炎,07054
B15－B19,B18,B18.8,B188,NA,その他の慢性ウイルス性肝炎,07059
B15－B19,B18,B18.9,B189,NA,慢性ウイルス性肝炎，詳細不明,07059
B15－B19,B19,B19,B19,NA,詳細不明のウイルス性肝炎,
B15－B19,B19,B19.0,B190,NA,詳細不明のウイルス性肝炎，肝性昏睡を伴うもの,0706
B15－B19,B19,B19.9,B199,NA,詳細不明のウイルス性肝炎，肝性昏睡を伴わないもの,0709
B20－B24,B20,B20,B20,NA,感染症及び寄生虫症を起こしたヒト免疫不全ウイルス［HIV］病,042
B20－B24,B20,B20.0,B200,NA,マイコバクテリウム感染症を起こしたHIV病,
B20－B24,B20,B20.1,B201,NA,その他の細菌感染症を起こしたHIV病,
B20－B24,B20,B20.2,B202,NA,サイトメガロウイルス病を起こしたHIV病,
B20－B24,B20,B20.3,B203,NA,その他のウイルス感染症を起こしたHIV病,
B20－B24,B20,B20.4,B204,NA,カンジダ症を起こしたHIV病,
B20－B24,B20,B20.5,B205,NA,その他の真菌症を起こしたHIV病,
B20－B24,B20,B20.6,B206,NA,ニューモシスチス・イロベチイ肺炎を起こしたHIV病,
B20－B24,B20,B20.7,B207,NA,複合感染症を起こしたHIV病,
B20－B24,B20,B20.8,B208,NA,その他の感染症及び寄生虫症を起こしたHIV病,
B20－B24,B20,B20.9,B209,NA,詳細不明の感染症又は寄生虫症を起こしたHIV病,
B20－B24,B21,B21,B21,NA,悪性新生物＜腫瘍＞を起こしたヒト免疫不全ウイルス［HIV］病,
B20－B24,B21,B21.0,B210,NA,カポジ＜Kaposi＞肉腫を起こしたHIV病,
B20－B24,B21,B21.1,B211,NA,バーキット＜Burkitt＞リンパ腫を起こしたHIV病,
B20－B24,B21,B21.2,B212,NA,その他の型の非ホジキン＜non-Hodgkin＞リンパ腫を起こしたHIV病,
B20－B24,B21,B21.3,B213,NA,リンパ組織，造血組織及び関連組織のその他の悪性新生物＜腫瘍＞を起こしたHIV病,
B20－B24,B21,B21.7,B217,NA,多発性の悪性新生物＜腫瘍＞を起こしたHIV病,
B20－B24,B21,B21.8,B218,NA,その他の悪性新生物＜腫瘍＞を起こしたHIV病,
B20－B24,B21,B21.9,B219,NA,詳細不明の悪性新生物＜腫瘍＞を起こしたHIV病,
B20－B24,B22,B22,B22,NA,その他の明示された疾患を起こしたヒト免疫不全ウイルス［HIV］病,
B20－B24,B22,B22.0,B220,NA,脳症を起こしたHIV病,
B20－B24,B22,B22.1,B221,NA,リンパ性間質性肺臓炎を起こしたHIV病,
B20－B24,B22,B22.2,B222,NA,消耗症候群を起こしたHIV病,
B20－B24,B22,B22.7,B227,NA,他に分類される多発疾患を起こしたHIV病,
B20－B24,B23,B23,B23,NA,その他の病態を起こしたヒト免疫不全ウイルス［HIV］病,
B20－B24,B23,B23.0,B230,NA,急性HIV感染症候群,
B20－B24,B23,B23.1,B231,NA,（遷延性）全身性リンパ節症を起こしたHIV病,
B20－B24,B23,B23.2,B232,NA,血液学的及び免疫学的異常を起こしたHIV病，他に分類されないもの,
B20－B24,B23,B23.8,B238,NA,その他の明示された病態を起こしたHIV病,
B20－B24,B24,B24,B24,NA,詳細不明のヒト免疫不全ウイルス［HIV］病,
B25－B34,B25,B25,B25,NA,サイトメガロウイルス病,
B25－B34,B25,B25.0,B250,NA,サイトメガロウイルス（性）肺臓炎（J17.1*）,0785+4841
B25－B34,B25,B25.1,B251,NA,サイトメガロウイルス（性）肝炎（K77.0*）,0785+5731
B25－B34,B25,B25.2,B252,NA,サイトメガロウイルス（性）膵炎（K87.1*）,0785+5770
B25－B34,B25,B25.8,B258,NA,その他のサイトメガロウイルス病,0785
B25－B34,B25,B25.9,B259,NA,サイトメガロウイルス病，詳細不明,0785
B25－B34,B26,B26,B26,NA,ムンプス,
B25－B34,B26,B26.0,B260,NA,ムンプス精巣＜睾丸＞炎（N51.1*）,0720
B25－B34,B26,B26.1,B261,NA,ムンプス髄膜炎（G02.0*）,0721
B25－B34,B26,B26.2,B262,NA,ムンプス脳炎（G05.1*）,0722
B25－B34,B26,B26.3,B263,NA,ムンプス膵炎（K87.1*）,0723
B25－B34,B26,B26.8,B268,NA,ムンプス，その他の合併症を伴うもの,
B25－B34,B26,B26.9,B269,NA,ムンプス，合併症を伴わないもの,0729
B25－B34,B27,B27,B27,NA,伝染性単核症,
B25－B34,B27,B27.0,B270,NA,ガンマヘルペスウイルス（性）単核症,
B25－B34,B27,B27.1,B271,NA,サイトメガロウイルス（性）単核症,
B25－B34,B27,B27.8,B278,NA,その他の伝染性単核症,
B25－B34,B27,B27.9,B279,NA,伝染性単核症，詳細不明,
B25－B34,B30,B30,B30,NA,ウイルス（性）結膜炎,
B25－B34,B30,B30.0,B300,NA,アデノウイルスによる角結膜炎（H19.2*）,0771
B25－B34,B30,B30.1,B301,NA,アデノウイルスによる結膜炎（H13.1*）,0773
B25－B34,B30,B30.2,B302,NA,ウイルス（性）咽頭結膜炎,0772
B25－B34,B30,B30.3,B303,NA,急性流行性出血性結膜炎（エンテロウイルス性）（H13.1*）,0774
B25－B34,B30,B30.8,B308,NA,その他のウイルス（性）結膜炎（H13.1*）,0778
B25－B34,B30,B30.9,B309,NA,ウイルス（性）結膜炎，詳細不明,07799
B25－B34,B33,B33,B33,NA,その他のウイルス性疾患，他に分類されないもの,
B25－B34,B33,B33.0,B330,NA,流行性筋痛（症）,0741
B25－B34,B33,B33.1,B331,NA,ロスリバー＜Ross River＞疾患＜病＞,0663
B25－B34,B33,B33.2,B332,NA,ウイルス性心炎,
B25－B34,B33,B33.3,B333,NA,レトロウイルス感染症，他に分類されないもの,07959
B25－B34,B33,B33.4,B334,NA,ハンタ＜Hanta＞ウイルス（心）肺症候群［HPS］［HCPS］（J17.1*）,07981
B25－B34,B33,B33.8,B338,NA,その他の明示されたウイルス性疾患,"0782,07889,07989"
B25－B34,B34,B34,B34,NA,部位不明のウイルス感染症,
B25－B34,B34,B34.0,B340,NA,アデノウイルス感染症，部位不明,0790
B25－B34,B34,B34.1,B341,NA,エンテロウイルス感染症，部位不明,"0748,07989"
B25－B34,B34,B34.2,B342,NA,コロナウイルス感染症，部位不明,07989
B25－B34,B34,B34.3,B343,NA,パルボウイルス感染症，部位不明,07983
B25－B34,B34,B34.4,B344,NA,パポバウイルス感染症，部位不明,07989
B25－B34,B34,B34.8,B348,NA,部位不明のその他のウイルス感染症,07989
B25－B34,B34,B34.9,B349,NA,ウイルス感染症，詳細不明,7908
B35－B49,B35,B35,B35,NA,皮膚糸状菌症,
B35－B49,B35,B35.0,B350,NA,白せん＜癬＞性毛瘡及び頭部白せん＜癬＞,1100
B35－B49,B35,B35.1,B351,NA,爪白せん＜癬＞,1101
B35－B49,B35,B35.2,B352,NA,手白せん＜癬＞,1102
B35－B49,B35,B35.3,B353,NA,足白せん＜癬＞,1104
B35－B49,B35,B35.4,B354,NA,体部白せん＜癬＞,1105
B35－B49,B35,B35.5,B355,NA,渦状せん＜癬＞,1105
B35－B49,B35,B35.6,B356,NA,（陰）股部白せん＜癬＞,1103
B35－B49,B35,B35.8,B358,NA,その他の皮膚糸状菌症,"1106,1108"
B35－B49,B35,B35.9,B359,NA,皮膚糸状菌症，詳細不明,1109
